Country Name,Country Code,Series Name,Series Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Chile,CHL,Trade (% of GDP),NE.TRD.GNFS.ZS,63.85985725,60.72472369,75.20161774,64.87740632,58.18286356,57.61175457,58.17705063,56.02615897,56.05786109,59.34911048,65.63462812,65.14328795,68.15614289,72.48164281,69.71768014,66.68603096,80.67662624,76.97702471,73.71163504,72.06253424,69.88936005,65.69341959,62.4838519,62.14476697,58.71192309,54.69560983,53.83617852,54.09929818,53.92074989,54.6874836,52.80768395,52.91385306,55.5417477,57.50754716,61.20863778,62.62767565,58.15911277,53.34255856,51.23835927,49.97486668,46.54528559,44.23851308,39.49925359,40.96358863,47.2255574,46.72583757,42.46455645,40.8505713,43.47126788,49.44789876,37.95930987,28.00586382,22.29999149,22.62329095,27.96758898,29.79857602,26.44915763,26.62375088,27.38450848,25.61570778,25.04960504,26.539351,23.58506977,26.27984792,28.19589051
Chile,CHL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,17.71940113,21.33646732,19.67622036,16.19616933,17.71885277,18.3955245,17.50579468,17.46896441,17.54608293,17.04450121,17.4587729,18.99105955,18.936096,17.47100627,14.60586057,18.70926556,20.37902854,19.61201733,18.12088991,16.42394505,15.76882727,16.07306762,15.91312577,16.07240363,15.09495708,15.77128964,15.78110096,16.06054266,15.02392219,15.50514157,16.10301962,15.54354934,15.07416217,13.19163915,13.86393665,14.30138579,16.54453499,17.69787972,17.91293697,19.7245478,18.59896825,19.57216375,19.73714084,18.69257876,17.58770446,18.24605164,18.3521918,18.07457994,20.09855221,15.96889888,17.00518816,15.92242299,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,8.874007336,9.139755559,13.67608749,13.28187658,16.32361342,13.63499003,15.46261638,13.79376557,9.614452428,8.114886007,10.45259969,14.8621955,17.41107682,20.39386788,26.68739797,21.55924008,16.04959287,26.18259509,18.07822021,16.7224604,13.20357289,9.886802138,3.788281709,5.687928486,7.357261093,8.629337672,5.243382655,8.662791459,1.372325972,15.0175238,9.224337134,5.289502349,4.128073887,4.626555477,4.717520095,6.24215827,5.82620148,5.600409743,3.932738589,0.802963947,0.500635932,0.518670221,1.121245214,1.276281659,2.545064492,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,56.07746918,57.6027445,55.37208876,54.99812437,56.34461458,58.88317546,58.00126866,58.27680715,58.98263633,58.34470936,57.15287588,57.22098524,56.29821325,54.36976409,53.81278118,55.51124998,54.44853124,49.54815235,48.41260701,52.1481092,53.64534842,55.68002664,56.35055914,56.19145356,55.60647359,56.23073897,55.12174235,53.32429826,52.4243926,48.09040605,48.90487699,48.69169944,47.5917659,46.1379888,46.71769121,47.1082603,45.70140466,49.54060509,50.84942456,49.55998611,48.53686803,52.21225089,59.24812854,56.49877625,54.0881102,52.845359,52.91021275,51.24950971,49.46258976,53.23339284,43.44073728,50.49082228,52.31087965,51.88307057,49.84493762,48.82964095,49.0474308,49.11786563,49.1177656,49.63534762,49.26057609,49.98215211,50.2924443,51.2895632,50.87053356
Chile,CHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.08584228,28.80302573,31.0330474,30.8600533,29.8295676,27.11844224,27.86152277,27.38115607,26.77956505,27.88064041,28.90286707,29.43043731,30.55830033,32.44175423,33.46690302,31.88920115,31.98399142,37.46659702,38.68472919,34.03530241,32.75250218,29.7153366,28.51803459,28.48257298,27.83290073,27.02289724,27.32971967,29.99148687,30.84971785,37.84998225,36.30578589,34.54190817,34.81703072,36.99547493,38.87440408,39.70758179,40.98839455,35.63555309,34.80779518,38.80627435,37.78624949,38.06873347,35.5402277,35.47854428,36.60339247,36.5524791,35.16323939,35.3344811,39.26896691,37.19979868,47.63285292,40.00444044,37.09626648,38.16516479,40.83566759,42.28030701,40.64013389,39.25898079,38.69930267,39.38725534,39.60017437,38.73277229,36.8119948,34.93311245,34.98922944
Chile,CHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.912363512,3.490227334,3.234679258,3.505864368,4.045426844,3.987812171,3.927435925,4.280971614,4.199089371,3.709404275,3.94662063,3.473375328,3.27493354,3.626183236,3.478284632,3.697126956,3.424432261,3.550571089,3.712045144,3.922211938,3.758265825,4.094775331,4.065033248,4.062420264,5.082962431,5.29404332,5.394231867,5.006550218,5.019558781,6.967403126,7.44478423,7.929479703,9.089227023,9.162728308,8.164882547,8.259438296,8.438888483,8.655612132,8.435382385,7.378831642,7.03812744,5.811173545,6.2303022,6.341409088,7.090426241,7.12394292,7.42390436,9.619039659,8.290575512,6.422340305,5.560413095,6.505387043,8.149115989,8.011001729,6.695753458,6.781334471,7.576585739,8.501335437,9.145265406,8.739598621,8.417282546,7.782809439,8.986971794,9.85867421,10.25192263
Chile,CHL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.714959659,6.587771699,7.560157387,6.868826371,9.665722697,2.567787214,1.590199737,4.828191886,4.560656037,4.95436553,5.852891626,2.260770609,0.763466681,3.260514866,8.857441489,3.577795042,0.311132499,5.088757067,12.34989592,7.120315352,7.024761707,4.300300884,3.340660372,4.277146982,4.560043487,2.187767871,0.778990207,3.330580503,3.248659464,11.06416244,13.80059455,12.09738027,13.41683218,21.61728382,22.55369983,13.35648749,20.40988841,25.52401652,21.86994435,41.85818955,16.12825952,31.35351301,7.170555404,11.42005043,28.71981002,47.44910461,56.09346368,101.3044307,245.6523127,344.7699293,686.3096368,417.6498,88.40416132,17.34888889,40.9271963,39.72051734,33.59229233,25.08622302,28.42451292,38.58315928,47.65640985,43.46280689,12.96538502,6.303298262,..
Chile,CHL,"Population, total",SP.POP.TOTL,19764771,19658835,19553036,19456334,19370624,19197744,18893191,18558868,18267221,18047625,17864195,17687006,17519119,17351816,17181464,17009731,16838988,16671581,16509195,16348778,16187322,16024752,15857925,15683849,15503635,15319313,15127799,14932434,14734046,14527381,14316256,14102276,13884577,13662491,13437176,13215005,12999424,12790150,12588914,12395274,12207733,12026138,11850214,11678717,11508550,11339779,11172695,11005519,10838251,10671559,10505817,10340362,10174678,10009701,9845344,9680282,9514716,9348939,9181722,9012938,8842525,8670144,8497059,8324802,8153350
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1.87438E+13,1.82704E+13,1.83168E+13,1.82017E+13,1.49964E+13,1.45602E+13,1.41478E+13,1.25376E+13,1.1456E+13,1.12808E+13,1.06745E+13,9.74312E+12,8.67366E+12,7.67176E+12,6.19256E+12,5.18958E+12,4.66735E+12,3.60406E+12,2.7915E+12,2.31755E+12,1.9842E+12,1.6839E+12,1.48982E+12,1.35504E+12,1.22375E+12,1.10384E+12,1.03713E+12,9.67754E+11,8.68524E+11,7.38191E+11,5.6693E+11,4.46557E+11,4.28502E+11,3.8451E+11,3.6156E+11,3.48381E+11,3.12889E+11,2.73455E+11,3.0131E+11,3.10065E+11,2.60443E+11,2.3113E+11,2.05481E+11,1.96218E+11,1.91488E+11,1.78574E+11,1.49789E+11,1.75227E+11,1.54197E+11,1.63688E+11,1.44418E+11,1.38764E+11,1.13872E+11,99959013880,92752930873,79847786729,70980323819,73011350596,76854053259,70565994356,59821862703,50812227919,47310737754,50162299350,59846235025
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,37.19842014,36.10519237,37.44071988,36.52069118,34.03895079,35.19942027,36.89438439,36.95085262,36.17717069,38.69718484,44.06845648,45.91604138,47.48021308,49.94582723,49.85407223,44.41976443,56.711133,61.266464,63.56957986,61.36007494,58.64033404,51.07748013,42.19444234,38.08264695,39.01094248,33.22553808,32.17173994,34.31357632,33.62875123,34.10495216,35.60546352,35.90864166,30.03409405,25.87298149,24.22598248,25.06155489,30.01333892,24.81383367,19.84505414,20.67433728,18.99633981,17.88671351,19.65547476,23.74382559,21.5410562,16.51860706,15.39692423,9.320199322,9.591903357,9.976087395,10.33750657,8.083539278,5.667472185,4.945569997,4.82548633,4.941376789,5.578898189,5.582337495,5.92798923,5.899470472,5.716906571,5.662062298,5.565523019,5.808545537,6.30557628
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,7.638233008,7.517994644,7.798296413,7.924097498,8.329425502,8.890890344,9.248724393,8.945561904,9.194680386,9.498268375,9.732162504,10.08946676,10.15120002,10.03827966,10.13485038,9.943413528,9.625737318,8.929482825,8.45243795,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,186.0544206,163.1879088,177.2288854,221.7375101,210.6072701,125.3380159,92.38661743,137.3738695,159.6981526,348.6097177,112.0360858,78.98884203,57.9593439,86.9942154,133.3493069,150.8943117,83.66761952,174.9542282,41.51860161,16.93022719,25.77849103,23.0418123,22.70125372,34.15254638,61.49786103,..,27.4207442,38.34187869,35.43242587,10.50254079,12.02488056,8.949646728,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,56.74834174,56.33797757,54.95758043,54.81817957,55.54825564,55.22955993,54.10516404,53.5416634,53.28819366,51.72839163,49.23486111,47.82170571,46.35287426,45.16594057,45.12687199,45.34815368,43.75359601,43.72132583,42.63765037,42.135566,42.03832477,42.84148136,42.99471503,41.90132965,40.39893948,39.12281719,37.53346866,35.41888439,33.935461,33.98605664,34.66462828,34.78393175,35.79441375,34.67235138,32.5141727,33.01045904,31.35587647,30.48351522,29.97537325,29.48474643,25.67193242,23.35018649,22.73943086,22.85275143,22.44707009,22.47029607,24.72861485,24.43632119,22.73516836,22.81312617,24.26382318,24.37151344,24.93643653,24.56924577,25.05036349,27.19133133,27.38354126,26.4326249,25.07399577,27.49251669,26.78074285,27.22839556,29.84459517,32.41558021,32.57992262
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,36.47565945,36.77250302,37.89452666,38.0924722,36.91156241,37.76423332,38.97770017,39.12994435,38.81115609,40.04759022,42.28271578,43.39387078,44.68206982,45.80020541,45.70662071,45.17885872,46.23641913,46.18523623,46.88650286,46.3816217,45.23283266,44.98276213,43.87580281,44.2765436,45.07383152,44.95553917,45.44113232,46.7996578,46.84529241,46.51583291,45.95072661,45.98771589,42.95568711,41.36470267,40.9532139,42.42130119,43.45008503,43.24195993,43.43470424,42.63289425,42.84917195,44.14375233,44.53565247,45.88791427,47.97278563,46.87699898,47.63117176,46.62407077,44.96258685,45.28791512,42.36282748,42.75519815,42.69900254,41.85224317,40.20758518,35.3563616,31.05184846,33.82663848,37.81183932,35.02763067,35.26176411,33.00023983,31.24409719,31.86492833,44.2951198
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.775998813,6.889519411,7.147886928,7.089352516,7.540181985,7.006215758,6.917142892,7.328392393,7.900650175,8.224013595,8.482429409,8.784421316,8.965056735,9.033845859,9.166499061,9.472995817,10.00997707,10.09341946,10.47586237,11.48281235,12.72884294,12.17576009,13.12949383,13.82210696,14.52725195,15.92159174,17.02546318,17.78152423,19.21924566,19.49813597,19.38470759,19.22851861,21.24988568,23.96299005,26.53266912,24.56828044,25.19451253,26.27448812,26.58969086,27.88241065,31.47958791,32.50562668,32.72328223,31.25942404,29.58158602,30.65284667,27.63960494,28.94267986,32.30558525,31.90224354,33.37334934,32.87328842,32.36456092,33.57851105,34.74205133,37.45230707,41.56461028,39.73517303,37.1141649,37.47985264,37.95749304,39.77136462,38.90272173,35.71949146,23.12495758
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.70720001,-0.505704539,1.934274078,4.473861321,0.530000817,1.315506507,3.467897773,4.146022375,1.477441213,0.137261201,1.091091266,2.297993974,2.405184127,8.016062929,6.928457313,-0.081966942,7.856586465,7.913659445,4.019457597,3.7487177,6.990192211,2.642679798,0.642696006,2.212049155,2.099784372,-1.219680911,-0.826472564,1.657095835,6.50583222,13.6330066,20.64054071,15.18467895,8.200146858,6.726542374,5.708995575,8.607631047,12.10175458,5.102759237,4.680454699,10.19964069,4.905422647,1.197447578,-0.167902923,2.360602268,3.764672636,3.59878834,1.674733423,1.092612583,-0.096929271,-1.132378673,0.277234934,0.2074715,0.076080526,0.662354037,-2.630191606,-3.802936105,1.374561062,0.817149532,-1.571720659,0.863795755,-0.379731327,-2.628243442,-0.110856633,15.24630611,..
China,CHN,"Population, total",SP.POP.TOTL,1408975000,1410710000,1412175000,1412360000,1411100000,1407745000,1402760000,1396215000,1387790000,1379860000,1371860000,1363240000,1354190000,1345035000,1337705000,1331260000,1324655000,1317885000,1311020000,1303720000,1296075000,1288400000,1280400000,1271850000,1262645000,1252735000,1241935000,1230075000,1217550000,1204855000,1191835000,1178440000,1164970000,1150780000,1135185000,1118650000,1101630000,1084035000,1066790000,1051040000,1036825000,1023310000,1008630000,993885000,981235000,969005000,956165000,943455000,930685000,916395000,900350000,881940000,862030000,841105000,818315000,796025000,774510000,754550000,735400000,715185000,698355000,682335000,665770000,660330000,667070000
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4.18542E+11,3.66292E+11,3.45632E+11,3.18525E+11,2.70348E+11,3.23032E+11,3.34198E+11,3.11867E+11,2.8272E+11,2.93492E+11,3.81241E+11,3.82094E+11,3.70691E+11,3.34966E+11,2.86499E+11,2.32469E+11,2.42504E+11,2.0623E+11,1.61793E+11,1.45601E+11,1.17092E+11,94644969157,97945812803,98200641203,99875074951,86278947637,98486358581,1.06656E+11,97153389011,92495970511,81705497617,66474101301,58394443378,49637993949,47844090710,39540080200,39212550050,36373307085,34942489684,34894419443,38253120738,38729822782,38968039722,36388366869,33400735644,27940411250,23263511958,19470960619,15341403660,13098633902,12370029584,10315760000,8671358733,7820380971,7198360460,6450175214,5960212869,5825170438,5428518519,5760761905,5973366667,4836166667,4955538219,4540447761,4031152977
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,36.88869316,40.38813249,48.28265511,40.05914639,34.05557097,37.55853398,36.5347528,35.28291494,36.20265298,38.36076412,37.48746564,37.9866488,38.83515102,39.47042355,34.26460317,35.15612851,39.16764942,37.0988971,39.64135596,37.42269749,35.86342693,36.51618352,32.98263921,33.90111179,32.66708547,36.14927931,35.90892305,35.59706809,36.04410719,35.49723032,35.91753745,36.17747144,33.61159134,33.52991809,34.77781038,31.82162185,30.142802,29.86555019,30.83063591,26.33310128,24.34875009,23.69982093,26.10377296,27.26938485,31.81498673,28.66160225,30.42451404,30.06442476,30.94125162,29.82883577,30.17054196,27.58841915,26.05292858,27.98326983,27.82522897,25.54865387,24.58445758,21.55400928,24.32830729,21.84400212,24.60911788,24.33324947,24.45081756,26.82114888,30.45201202
Colombia,COL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,17.56746742,15.26329268,14.4463231,14.04523856,14.90052462,14.60984245,14.85081841,14.38521293,15.79726266,15.69974837,14.02211435,13.22699071,14.57588119,12.1421652,12.67522738,13.03151101,..,..,..,..,11.25882686,..,..,11.21975419,13.47692128,13.74373215,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.178985501,1.110742746,1.881238059,2.250240406,3.698968489,4.304487748,4.088118745,4.445929997,5.011258917,3.947813019,4.515780339,5.34141237,8.687269876,7.745959159,7.922263921,8.538621823,7.436590246,8.36329748,9.652570857,6.558162959,1.776033034,0.851392321,1.052622844,0.798365459,1.180474709,1.601781243,3.313149199,2.239901152,2.631920539,1.299516069,3.222549372,1.365945507,1.417943133,0.721221733,0.225733206,0.255437014,0.242269375,0.288673229,0.148815956,0.123228874,0.141164953,0.160083356,0.318209489,1.346584203,1.068838734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,58.19293952,56.74022222,54.90874385,58.19295777,60.12182627,58.13645917,57.65268159,57.60833313,56.89861562,56.21554582,54.63407537,53.35117415,51.98730096,51.44009189,53.39907363,53.48004482,52.0115244,52.95491778,52.51071792,53.17051231,54.15255945,54.90278874,56.45862801,57.16467937,57.19437398,58.22485012,58.91641643,58.39443372,57.21606322,53.93343978,52.82602565,51.66193026,51.21548417,48.63496653,48.30316453,46.75764432,46.56864667,46.26912083,45.57961189,48.15532303,49.82538952,50.80590687,50.71469244,50.30868385,48.82783558,49.02377742,47.25828956,45.04007519,46.12922013,47.61396961,46.10588615,45.84059878,47.76598774,49.26677187,47.54383586,47.14664184,46.19472307,45.93628704,46.78037798,46.46210819,..,..,..,..,..
Colombia,COL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.07306186,24.69256489,26.12300223,24.55531202,23.4392386,25.99342684,26.89546675,26.81485891,27.68916231,28.58944789,30.98585272,32.74755529,33.40550062,33.30215517,31.3713561,31.24703434,32.13109113,30.57903507,30.91346003,30.34814977,29.72589209,28.90378013,27.52901277,27.22281504,27.30577228,26.72078756,26.39229161,27.07867036,28.51900196,29.228924,29.11468198,30.16888033,29.70021056,31.63041037,31.49686022,36.94435237,36.23322742,34.74813268,36.17395281,34.60371499,33.262286,31.50061703,30.88269802,30.60360414,31.58884956,29.52355156,29.96425457,30.30184532,30.83341161,29.21813442,30.00583155,30.52146735,28.75737024,27.73116252,27.63994336,27.51682658,27.42373998,27.99275774,26.12267176,27.37898426,..,..,..,..,..
Colombia,COL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.268220313,8.807922947,8.831544737,7.771873014,7.508480467,6.410720822,6.22570969,6.389663553,6.606412266,5.980424808,5.446957215,5.392714954,5.582687054,6.091696108,6.324853876,6.689740696,6.68738485,6.934558676,7.186769531,7.527266702,7.910983162,8.328774165,8.510005177,8.320972677,8.305719533,13.00077152,13.23578965,12.60647115,12.76881903,14.01806597,14.83153787,14.96782924,16.79394339,17.45479816,17.066781,16.05719099,16.74929428,18.06373867,17.47692531,16.9906943,17.40892977,18.71389528,18.76512134,19.24774041,19.3599007,21.46587742,23.04046127,25.04703022,23.62860954,23.88646978,24.38210333,24.12896858,24.13060217,23.51911012,25.08737045,25.86728483,26.85938498,26.89221812,26.60844648,27.28640391,..,..,..,..,..
Colombia,COL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.776501283,6.952362321,14.92503668,7.802113095,1.48172462,4.002620543,4.630579673,5.1337359,5.148334305,2.449328421,2.235632376,1.907676432,3.616655063,6.386803373,3.804860291,4.064225467,7.677382915,5.202033812,5.807660873,4.753196108,7.283033407,6.829014842,5.968190572,6.518448292,33.67537051,12.62294083,14.77304541,16.83985293,16.86837879,18.85095726,22.09637826,24.84157828,22.66438495,27.00577404,52.33610317,24.68581614,27.75005625,23.37693652,29.16892637,24.88350804,22.1802267,20.4025757,24.76645731,22.7658773,27.61593603,24.04062554,17.09993136,29.15281707,25.45755816,22.80696313,25.37715,20.16109939,12.97231078,10.80740058,11.88580425,8.444657586,8.472375965,10.73018353,15.12734732,8.604479453,16.33987941,23.22061954,6.648036081,8.22936825,..
Colombia,COL,"Population, total",SP.POP.TOTL,52886363,52321152,51737944,51188173,50629997,49907985,49024465,48131078,47437512,46969940,46565429,46151584,45715810,45259614,44777319,44271541,43758808,43235374,42691084,42128977,41543171,40937429,40324680,39709262,39089934,38454863,37792165,37121149,36462745,35804662,35127410,34441473,33760571,33098372,32440069,31776279,31130524,30499467,29879112,29268470,28642690,27988173,27338331,26713267,26104498,25515626,24950337,24393494,23858810,23344644,22833469,22325374,21819563,21319096,20811782,20291942,19766796,19235618,18702688,18169050,17637411,17113823,16599029,16095203,15606209
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1546164420,1430523436,1279542248,1299039312,1225039196,1195019531,1188797450,1077439756,1012835493,966029599.8,1149587624,1116223107,1015842907,1023087476,907979446.4,905341172.7,915659108,795673152.9,698431793.9,653845169.2,633706110.8,546885222.7,425964681,378512024.1,351136579.6,382454989.9,370106745.9,364445600.5,396053805.9,398461797,319189184.3,452881475.1,457388651.5,424108769.5,429622177.7,341476768.3,356500032.7,337525852.6,279197721.8,196726096.3,184697225.6,191621954.9,184009013.6,196349931.5,212218261.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Trade (% of GDP),NE.TRD.GNFS.ZS,44.37317676,45.68377892,50.38877049,42.06772365,33.72993462,42.26807854,42.99615334,40.16435892,37.13287972,37.80495207,39.23582442,39.24333042,40.81044241,40.00094858,39.5501058,37.89692233,36.21852635,33.15617921,35.75727456,35.75740933,35.75706312,35.75695913,35.75711907,35.75722888,35.75747855,35.75715709,35.75725007,35.75704391,35.75781507,35.75723853,35.75727936,35.75695192,35.75735549,35.75721104,35.75703172,35.75775936,35.75653124,35.75681697,35.75661671,35.75768548,35.75659199,35.75732676,35.75728509,35.75551974,35.75618351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,50.07025262,50.57817286,51.19826291,51.10180015,51.44641334,51.88749483,52.65035791,54.1994429,54.1737475,54.89954383,53.78015972,53.05644346,54.04158677,53.60202893,53.1898732,53.52016084,55.78442512,54.29878828,54.53429268,54.53455498,54.5343191,54.53452342,54.53450229,54.53452356,54.5341781,54.53433593,54.53446265,54.53411477,54.53438631,54.53417981,54.53464751,54.53453734,54.5347166,54.53474085,54.53449602,54.5344386,54.53466689,54.53478972,54.5347358,54.53434562,54.5338521,54.53437414,54.53477988,54.53386813,54.53308651,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,9.557161916,9.527790629,9.63879809,9.379227639,8.089453236,8.531000615,8.876795865,9.137350096,9.85451807,10.40840816,11.61092515,11.64824032,11.22266514,11.69731857,11.77532496,12.07332807,12.13563705,12.41024133,12.20643209,12.20649832,12.20629366,12.20627867,12.20631433,12.2063718,12.20627155,12.20612883,12.2065011,12.20609898,12.20664692,12.20645317,12.20675645,12.20621033,12.20656501,12.20631378,12.20654869,12.2065857,12.20640033,12.20647095,12.20639796,12.20624342,12.20633426,12.20624486,12.20686005,12.20714473,12.20643665,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,36.62650293,35.94277039,35.16432412,35.2409488,35.79740358,35.62009799,33.72015306,31.89888687,31.36847203,30.59862821,30.01145144,30.78986207,30.17308993,30.56427311,30.41597819,30.0330064,29.13891501,28.95664626,29.37634063,29.37627389,29.37601992,29.37612727,29.37601242,29.37628658,29.37631994,29.37635894,29.37584348,29.375999,29.37611056,29.37647067,29.37626966,29.37584803,29.37653842,29.37656194,29.37590835,29.37585488,29.3759771,29.376565,29.37623465,29.3762234,29.37648692,29.37551356,29.37683988,29.375492,29.37529273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.433763285,5.644134766,7.597575025,-0.311729459,-3.396476277,2.330654956,1.427428478,-1.290363121,2.249605865,-1.34674179,-0.901202209,-2.415045941,1.18837666,1.347915359,0.682462152,-2.092455825,3.144289799,3.544922696,3.110763709,0.315881658,3.388361732,5.111829176,4.170655917,8.629983989,-4.460024513,5.811360423,1.346654371,0.92436655,3.198700339,8.320974495,9.416919269,2.832823707,-6.76452931,8.118905144,2.1759123,5.960655248,1.937306187,3.22322042,7.392276304,7.071354759,6.159663699,15.20746622,6.529705855,14.56751926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Population, total",SP.POP.TOTL,866628,850387,834188,818174,802163,786578,771590,756669,741741,726682,711503,696192,681630,668056,654836,641947,629307,616927,604753,592677,580704,569798,558923,547220,536080,525886,516597,507777,499107,490586,482142,473682,465113,455556,444596,433103,421687,410439,399318,388352,377637,367233,357139,347382,337721,327791,317688,307579,297538,287692,278075,268820,260077,251865,244185,237001,230244,223859,218663,214967,211644,208185,204702,201201,197700
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,70749355652,67006756666,65801547756,55328482784,48716961860,51775829877,47568210010,38019264795,37134801555,37917706497,35909040926,32679745048,29306235285,25839749199,21565721045,18648372553,19788515590,16737071816,14451901696,11964484466,10297483481,8937567060,8728038525,7438189100,19088046306,4711259427,6217805821,6090838693,5771456952,5643439376,5820382248,10706259937,8227343907,9625436873,9349764580,9021862775,8861299977,7661625473,8095367168,7195042616,7857729193,11006712650,13651667371,12537821038,14394927495,15068422236,15372608002,12344424764,9648583225,10237343174,9596960180,7870239461,6173712814,5594770359,4877684910,5032434970,3909780539,3384063372,4532660182,4043901818,2881545273,6213185743,3779841429,3086746857,3359404118
